,Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
2262,TRX-102263,2023-12-13,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),203.0,282.42,kick hub 2026,19.0,79.42000000000002
2263,TRX-102264,2025-04-22,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),170.0,153.03,walk-in retail,22.0,-16.97
2264,TRX-102265,2023-05-19,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229.0,359.54,kick hub 2026,21.0,130.54000000000002
2265,TRX-102266,2024-12-30,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),202.0,276.51,stadium goods,24.0,74.50999999999999
2266,TRX-102267,2023-10-25,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),205.0,259.35,kick hub 2026,11.0,54.35000000000002
2267,TRX-102268,2023-02-05,Air Jordan 11 Retro,Bred,Used,230.0,162.11,goat,3.0,-67.88999999999999
2268,TRX-102269,2025-01-22,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),224.0,305.99,walk-in retail,18.0,81.99000000000001
2269,TRX-102270,2024-11-27,Air Jordan 11 Retro,Mocha,Used,229.0,125.16,walk-in retail,60.0,-103.84
2270,TRX-102271,2023-12-07,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),206.0,274.45,stockx,9.0,68.44999999999999
2271,TRX-102272,2023-08-05,Air Jordan 1 Low,Concord,Used,136.0,107.66,stockx,11.0,-28.340000000000003
2272,TRX-102273,2023-07-25,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),226.0,295.59,goat,9.0,69.58999999999997
2273,TRX-102274,2023-03-03,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),225.0,246.04,stadium goods,11.0,21.039999999999992
2274,TRX-102275,2023-05-08,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),227.0,261.23,goat,1.0,34.23000000000002
2275,TRX-102276,2023-12-12,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),229.0,478.85,stockx,14.0,249.85
2276,TRX-102277,2023-01-31,Air Jordan 11 Retro,Bred,Deadstock (Brand New),227.0,672.19,goat,7.0,445.19000000000005
2277,TRX-102278,2024-04-09,Air Jordan 11 Retro,Mocha,VNDS (Very Near Deadstock),225.0,293.39,stadium goods,16.0,68.38999999999999
2278,TRX-102279,2023-01-30,Air Jordan 11 Retro,Mocha,Used,225.0,141.99,stadium goods,6.0,-83.00999999999999
2279,TRX-102280,2023-12-18,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),220.0,200.15,stockx,11.0,-19.849999999999994
2280,TRX-102281,2024-12-11,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),225.0,653.07,stadium goods,29.0,428.0700000000001
2281,TRX-102282,2023-03-16,Air Jordan 4 Retro,Bred,Used,218.0,162.77,walk-in retail,29.0,-55.22999999999999
2282,TRX-102283,2025-07-24,Air Jordan 1 High,Lost & Found,Deadstock (Brand New),177.0,495.71,walk-in retail,53.0,318.71
2283,TRX-102284,2023-08-12,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),229.0,316.6,walk-in retail,43.0,87.60000000000002
2284,TRX-102285,2023-09-17,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225.0,302.96,stockx,9.0,77.95999999999998
2285,TRX-102286,2024-11-08,Air Jordan 11 Retro,Lost & Found,Used,228.0,150.13,stockx,11.0,-77.87
2286,TRX-102287,2024-07-25,Air Jordan 1 High,Mocha,Used,176.0,121.61,stockx,3.0,-54.39
2287,TRX-102288,2024-06-03,Air Jordan 3 Retro,Pine Green,Used,208.0,113.16,stockx,4.0,-94.84
2288,TRX-102289,2023-08-27,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),207.0,215.14,walk-in retail,23.0,8.139999999999986
2289,TRX-102290,2024-05-25,Air Jordan 1 Low,Concord,Used,115.0,65.16,stockx,8.0,-49.84
2290,TRX-102291,2024-07-07,Air Jordan 1 High,Pine Green,Deadstock (Brand New),184.0,412.71,goat,7.0,228.71
2291,TRX-102292,2025-01-05,Air Jordan 3 Retro,Bred,Used,209.0,180.41,stadium goods,26.0,-28.590000000000003
2292,TRX-102293,2024-05-09,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),226.0,377.38,stadium goods,47.0,151.38
2293,TRX-102294,2025-03-10,Air Jordan 1 High,Bred,Used,188.0,154.41,walk-in retail,12.0,-33.59
2294,TRX-102295,2024-02-08,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),173.0,156.63,stockx,4.0,-16.370000000000005
2295,TRX-102296,2025-09-14,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),139.0,198.21,stockx,10.0,59.21000000000001
2296,TRX-102297,2025-03-20,Air Jordan 3 Retro,Sail,Used,203.0,141.63,goat,2.0,-61.370000000000005
2297,TRX-102298,2025-09-13,Air Jordan 11 Retro,Black Cat,Used,225.0,126.86,goat,9.0,-98.14
2298,TRX-102299,2023-10-23,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),207.0,248.66,goat,6.0,41.66
2299,TRX-102300,2024-04-04,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),135.0,161.19,goat,9.0,26.19
2300,TRX-102301,2023-11-29,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),229.0,310.82,stockx,4.0,81.82
2301,TRX-102302,2025-07-11,Air Jordan 1 High,Lost & Found,Used,189.0,121.2,goat,14.0,-67.8
2302,TRX-102303,2025-04-06,Air Jordan 4 Retro,Bred,Used,212.0,167.2,stockx,7.0,-44.80000000000001
2303,TRX-102304,2023-01-24,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),180.0,171.98,walk-in retail,19.0,-8.02000000000001
2304,TRX-102305,2023-03-19,Air Jordan 1 Low,Black Cat,Used,114.0,66.56,stockx,12.0,-47.44
2305,TRX-102306,2023-07-03,Air Jordan 3 Retro,Sail,Used,204.0,143.36,goat,2.0,-60.63999999999999
2306,TRX-102307,2025-07-03,Air Jordan 11 Retro,Bred,Used,228.0,121.11,stockx,5.0,-106.89
2307,TRX-102308,2023-08-11,Air Jordan 3 Retro,Military Blue,Used,202.0,154.25,stockx,5.0,-47.75
2308,TRX-102309,2023-05-13,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),200.0,274.42,kick hub 2026,6.0,74.42000000000002
2309,TRX-102310,2024-10-17,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),170.0,208.77,stadium goods,34.0,38.77000000000001
2310,TRX-102311,2024-08-19,Air Jordan 3 Retro,Sail,Deadstock (Brand New),203.0,533.51,stockx,6.0,330.51
2311,TRX-102312,2025-07-02,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),225.0,282.28,stockx,13.0,57.27999999999997
2312,TRX-102313,2024-01-05,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),200.0,480.85,stadium goods,40.0,280.85
2313,TRX-102314,2025-08-06,Air Jordan 1 High,Pine Green,Deadstock (Brand New),170.0,317.12,goat,11.0,147.12
2314,TRX-102315,2024-03-29,Air Jordan 11 Retro,Bred,Deadstock (Brand New),229.0,537.87,walk-in retail,40.0,308.87
2315,TRX-102316,2023-10-20,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),185.0,275.19,goat,7.0,90.19
2316,TRX-102317,2024-06-18,Air Jordan 11 Retro,Bred,Used,226.0,147.86,stadium goods,35.0,-78.13999999999999
2317,TRX-102318,2025-01-25,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),206.0,226.41,stockx,9.0,20.41
2318,TRX-102319,2025-02-14,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),121.0,241.57,goat,6.0,120.57
2319,TRX-102320,2024-03-17,Air Jordan 4 Retro,Sail,Deadstock (Brand New),219.0,496.66,stockx,8.0,277.66
2320,TRX-102321,2023-12-16,Air Jordan 3 Retro,Concord,Used,205.0,104.16,stockx,5.0,-100.84
2321,TRX-102322,2023-04-13,Air Jordan 11 Retro,Chicago,Used,227.0,148.57,walk-in retail,44.0,-78.43
2322,TRX-102323,2024-10-05,Air Jordan 11 Retro,Mocha,Used,229.0,149.01,goat,5.0,-79.99000000000001
2323,TRX-102324,2024-03-10,Air Jordan 4 Retro,Black Cat,Used,215.0,111.87,stadium goods,10.0,-103.13
2324,TRX-102325,2024-09-20,Air Jordan 4 Retro,Black Cat,Used,217.0,151.85,walk-in retail,36.0,-65.15
2325,TRX-102326,2024-03-18,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),209.0,253.8,stockx,14.0,44.80000000000001
2326,TRX-102327,2025-04-16,Air Jordan 1 High,Bred,Deadstock (Brand New),174.0,367.64,stockx,10.0,193.64
2327,TRX-102328,2024-06-15,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),207.0,281.93,goat,6.0,74.93
2328,TRX-102329,2023-11-11,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),186.0,179.52,goat,3.0,-6.47999999999999
2329,TRX-102330,2024-01-25,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),131.0,123.01,stadium goods,47.0,-7.989999999999995
2330,TRX-102331,2023-04-22,Air Jordan 1 High,Black Cat,Used,171.0,91.44,goat,3.0,-79.56
2332,TRX-102333,2023-07-31,Air Jordan 1 Low,Chicago,Deadstock (Brand New),112.0,180.84,goat,9.0,68.84
2333,TRX-102334,2025-07-04,Air Jordan 1 Low,Mocha,Deadstock (Brand New),117.0,225.91,stadium goods,55.0,108.91
2334,TRX-102335,2024-07-13,Air Jordan 11 Retro,Bred,Used,229.0,129.5,kick hub 2026,58.0,-99.5
2335,TRX-102336,2023-05-04,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),125.0,412.12,stockx,8.0,287.12
2336,TRX-102337,2023-06-18,Air Jordan 1 Low,Sail,Deadstock (Brand New),116.0,367.32,stadium goods,11.0,251.32
2337,TRX-102338,2023-04-19,Air Jordan 3 Retro,Sail,Used,205.0,123.82,stockx,13.0,-81.18
2338,TRX-102339,2024-07-23,Air Jordan 11 Retro,Military Blue,Used,226.0,131.07,goat,14.0,-94.93
2339,TRX-102340,2024-10-01,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),118.0,120.17,goat,5.0,2.1700000000000017
2340,TRX-102341,2023-02-04,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),119.0,205.94,walk-in retail,51.0,86.94
2341,TRX-102342,2024-07-06,Air Jordan 1 High,Pine Green,Used,170.0,93.91,stadium goods,33.0,-76.09
2343,TRX-102344,2024-01-21,Air Jordan 4 Retro,Lost & Found,Used,224.0,170.59,stockx,4.0,-53.41
2344,TRX-102345,2024-12-15,Air Jordan 4 Retro,Mocha,Used,211.0,137.95,stadium goods,8.0,-73.05000000000001
2345,TRX-102346,2025-08-01,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),129.0,140.6,walk-in retail,8.0,11.599999999999994
2346,TRX-102347,2024-07-06,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),190.0,191.14,kick hub 2026,14.0,1.1399999999999864
2347,TRX-102348,2023-02-01,Air Jordan 11 Retro,Concord,Used,226.0,199.42,stockx,7.0,-26.580000000000013
2348,TRX-102349,2023-07-21,Air Jordan 4 Retro,Bred,VNDS (Very Near Deadstock),211.0,303.02,goat,9.0,92.01999999999998
2349,TRX-102350,2023-12-08,Air Jordan 4 Retro,Black Cat,Used,218.0,125.84,goat,12.0,-92.16
2350,TRX-102351,2024-11-17,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),207.0,254.66,walk-in retail,27.0,47.66
2351,TRX-102352,2023-02-11,Air Jordan 1 High,Lost & Found,Used,179.0,139.5,stockx,10.0,-39.5
2352,TRX-102353,2024-11-21,Air Jordan 4 Retro,Chicago,VNDS (Very Near Deadstock),218.0,234.46,goat,10.0,16.460000000000008
2353,TRX-102354,2025-04-21,Air Jordan 4 Retro,Bred,Used,210.0,134.32,stadium goods,8.0,-75.68
2354,TRX-102355,2025-09-09,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),180.0,259.47,walk-in retail,25.0,79.47000000000003
2355,TRX-102356,2024-10-19,Air Jordan 3 Retro,Sail,VNDS (Very Near Deadstock),205.0,209.89,stadium goods,38.0,4.889999999999986
2356,TRX-102357,2024-10-17,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),110.0,154.74,kick hub 2026,8.0,44.74000000000001
2357,TRX-102358,2024-10-17,Air Jordan 1 Low,Chicago,Used,120.0,92.11,walk-in retail,46.0,-27.89
2358,TRX-102359,2024-10-05,Air Jordan 4 Retro,Bred,Deadstock (Brand New),217.0,302.34,kick hub 2026,50.0,85.33999999999997
2359,TRX-102360,2023-10-22,Air Jordan 11 Retro,Sail,Used,230.0,134.86,walk-in retail,43.0,-95.14
2360,TRX-102361,2023-08-08,Air Jordan 11 Retro,Sail,Deadstock (Brand New),229.0,632.1,goat,1.0,403.1
2361,TRX-102362,2024-09-04,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),229.0,391.65,goat,1.0,162.64999999999998
2362,TRX-102363,2024-12-29,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),230.0,238.43,kick hub 2026,40.0,8.430000000000007
2363,TRX-102364,2023-12-25,Air Jordan 11 Retro,Mocha,Used,227.0,148.47,stadium goods,28.0,-78.53
2364,TRX-102365,2025-02-10,Air Jordan 11 Retro,Military Blue,Used,226.0,185.11,goat,9.0,-40.88999999999999
2365,TRX-102366,2023-03-24,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),230.0,237.34,walk-in retail,43.0,7.340000000000003
2366,TRX-102367,2024-02-22,Air Jordan 3 Retro,Sail,Deadstock (Brand New),203.0,685.47,walk-in retail,58.0,482.47
2367,TRX-102368,2025-02-17,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),229.0,288.72,stadium goods,48.0,59.72000000000003
2368,TRX-102369,2024-12-01,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),220.0,265.5,kick hub 2026,16.0,45.5
2370,TRX-102371,2023-04-22,Air Jordan 1 Low,Sail,Used,124.0,108.44,kick hub 2026,57.0,-15.560000000000002
2371,TRX-102372,2025-04-17,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),204.0,244.9,walk-in retail,48.0,40.900000000000006
2372,TRX-102373,2024-07-02,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),114.0,114.0,stockx,14.0,0.0
2373,TRX-102374,2024-04-09,Air Jordan 11 Retro,Sail,Deadstock (Brand New),225.0,385.77,goat,12.0,160.76999999999998
2374,TRX-102375,2025-09-25,Air Jordan 1 High,Black Cat,Deadstock (Brand New),182.0,613.53,goat,7.0,431.53
2375,TRX-102376,2024-03-17,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),226.0,225.57,kick hub 2026,5.0,-0.4300000000000068
2376,TRX-102377,2024-11-19,Air Jordan 1 Low,Chicago,Deadstock (Brand New),110.0,155.08,stadium goods,48.0,45.08000000000001
2377,TRX-102378,2024-10-04,Air Jordan 1 Low,Sail,Deadstock (Brand New),139.0,263.8,kick hub 2026,25.0,124.8
2378,TRX-102379,2024-10-23,Air Jordan 1 High,Lost & Found,VNDS (Very Near Deadstock),185.0,223.85,walk-in retail,20.0,38.85
2379,TRX-102380,2023-08-25,Air Jordan 3 Retro,Concord,Used,205.0,144.97,walk-in retail,36.0,-60.03
2380,TRX-102381,2025-08-18,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),200.0,345.43,walk-in retail,55.0,145.43
2381,TRX-102382,2023-09-19,Air Jordan 4 Retro,Bred,Deadstock (Brand New),218.0,604.37,stockx,6.0,386.37
2382,TRX-102383,2025-08-21,Air Jordan 11 Retro,Black Cat,Deadstock (Brand New),227.0,560.85,stockx,2.0,333.85
2383,TRX-102384,2023-12-07,Air Jordan 4 Retro,Black Cat,Used,214.0,183.38,walk-in retail,16.0,-30.620000000000005
2384,TRX-102385,2024-11-14,Air Jordan 1 Low,Pine Green,Used,129.0,88.72,kick hub 2026,27.0,-40.28
2385,TRX-102386,2023-10-26,Air Jordan 3 Retro,Pine Green,VNDS (Very Near Deadstock),203.0,199.89,stockx,5.0,-3.1100000000000136
2386,TRX-102387,2025-07-31,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),225.0,320.0,walk-in retail,10.0,95.0
2387,TRX-102388,2024-04-24,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),207.0,427.54,stockx,10.0,220.54
2388,TRX-102389,2025-01-29,Air Jordan 11 Retro,Concord,Deadstock (Brand New),225.0,546.66,kick hub 2026,58.0,321.66
2389,TRX-102390,2023-07-17,Air Jordan 11 Retro,Lost & Found,Used,226.0,127.87,walk-in retail,18.0,-98.13
2390,TRX-102391,2023-05-30,Air Jordan 1 Low,Black Cat,Used,115.0,83.88,kick hub 2026,31.0,-31.120000000000005
2391,TRX-102392,2025-06-05,Air Jordan 1 Low,Concord,Deadstock (Brand New),118.0,157.94,stockx,12.0,39.94
2392,TRX-102393,2025-02-16,Air Jordan 4 Retro,Mocha,Used,220.0,146.86,kick hub 2026,52.0,-73.13999999999999
2393,TRX-102394,2024-06-05,Air Jordan 1 Low,Sail,Used,116.0,88.33,walk-in retail,30.0,-27.67
2394,TRX-102395,2025-07-06,Air Jordan 4 Retro,Concord,Used,214.0,120.68,stadium goods,19.0,-93.32
2395,TRX-102396,2024-03-15,Air Jordan 3 Retro,Mocha,Used,206.0,143.58,kick hub 2026,37.0,-62.41999999999999
2396,TRX-102397,2024-07-28,Air Jordan 4 Retro,Sail,VNDS (Very Near Deadstock),221.0,236.87,stockx,10.0,15.870000000000005
2397,TRX-102398,2025-04-30,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225.0,204.87,kick hub 2026,27.0,-20.129999999999995
2398,TRX-102399,2023-10-09,Air Jordan 11 Retro,Black Cat,Used,225.0,183.59,stockx,12.0,-41.41
2399,TRX-102400,2023-05-01,Air Jordan 1 High,Military Blue,VNDS (Very Near Deadstock),190.0,175.12,walk-in retail,23.0,-14.879999999999995
2400,TRX-102401,2024-01-20,Air Jordan 4 Retro,Bred,Used,223.0,151.49,stadium goods,26.0,-71.50999999999999
2401,TRX-102402,2024-11-26,Air Jordan 4 Retro,Bred,Used,214.0,185.74,kick hub 2026,52.0,-28.25999999999999
2403,TRX-102404,2023-01-12,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),228.0,257.85,walk-in retail,30.0,29.850000000000023
2404,TRX-102405,2024-02-11,Air Jordan 11 Retro,Black Cat,Used,227.0,115.57,goat,12.0,-111.43
2405,TRX-102406,2025-03-01,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),214.0,317.97,walk-in retail,21.0,103.97000000000004
2406,TRX-102407,2025-01-27,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),210.0,408.82,goat,14.0,198.82
2407,TRX-102408,2023-12-12,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),226.0,332.53,stockx,7.0,106.52999999999996
2408,TRX-102409,2023-07-23,Air Jordan 4 Retro,Bred,Used,215.0,166.6,walk-in retail,19.0,-48.400000000000006
2409,TRX-102410,2023-02-07,Air Jordan 11 Retro,Black Cat,Used,226.0,140.03,kick hub 2026,52.0,-85.97
2410,TRX-102411,2024-01-06,Air Jordan 3 Retro,Chicago,Used,200.0,179.36,stadium goods,49.0,-20.639999999999983
2411,TRX-102412,2024-02-28,Air Jordan 3 Retro,Black Cat,Used,201.0,111.71,walk-in retail,9.0,-89.29
2412,TRX-102413,2025-08-06,Air Jordan 4 Retro,Military Blue,Used,224.0,171.07,stockx,8.0,-52.93000000000001
2413,TRX-102414,2025-07-09,Air Jordan 3 Retro,Bred,Used,200.0,144.47,stadium goods,28.0,-55.53
2414,TRX-102415,2023-09-06,Air Jordan 1 Low,Pine Green,Used,138.0,109.58,stadium goods,37.0,-28.42
2415,TRX-102416,2024-03-24,Air Jordan 3 Retro,Concord,Deadstock (Brand New),204.0,687.15,stadium goods,33.0,483.15
2416,TRX-102417,2024-08-09,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),228.0,355.93,goat,4.0,127.93
2417,TRX-102418,2025-01-09,Air Jordan 11 Retro,Sail,Used,230.0,169.63,kick hub 2026,25.0,-60.370000000000005
2418,TRX-102419,2023-08-06,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),213.0,607.76,stockx,3.0,394.76
2419,TRX-102420,2025-02-16,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),129.0,398.99,stockx,10.0,269.99
2420,TRX-102421,2024-10-12,Air Jordan 11 Retro,Black Cat,Used,229.0,174.55,stockx,14.0,-54.44999999999999
2421,TRX-102422,2024-02-17,Air Jordan 4 Retro,Military Blue,Used,216.0,178.74,stadium goods,23.0,-37.25999999999999
2422,TRX-102423,2024-12-06,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),112.0,110.07,stockx,13.0,-1.9300000000000068
2423,TRX-102424,2024-05-15,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),225.0,296.04,kick hub 2026,20.0,71.04000000000002
2424,TRX-102425,2023-07-25,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),221.0,331.1,goat,10.0,110.10000000000002
2425,TRX-102426,2024-09-17,Air Jordan 3 Retro,Sail,Used,204.0,167.94,goat,11.0,-36.06
2426,TRX-102427,2024-10-20,Air Jordan 11 Retro,Concord,Deadstock (Brand New),228.0,535.02,goat,1.0,307.02
2427,TRX-102428,2023-10-25,Air Jordan 1 Low,Pine Green,Deadstock (Brand New),122.0,261.88,stadium goods,28.0,139.88
2428,TRX-102429,2023-04-18,Air Jordan 1 High,Military Blue,Used,174.0,92.24,stadium goods,20.0,-81.76
2429,TRX-102430,2024-12-09,Air Jordan 1 Low,Pine Green,Used,123.0,66.54,walk-in retail,15.0,-56.46
2430,TRX-102431,2025-04-11,Air Jordan 1 High,Bred,Used,177.0,117.64,kick hub 2026,21.0,-59.36
2431,TRX-102432,2024-06-01,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),221.0,550.45,stadium goods,40.0,329.45000000000005
2432,TRX-102433,2025-03-06,Air Jordan 1 Low,Sail,Used,118.0,67.29,kick hub 2026,34.0,-50.71
2433,TRX-102434,2024-07-08,Air Jordan 1 Low,Chicago,Deadstock (Brand New),131.0,308.21,stockx,9.0,177.20999999999998
2434,TRX-102435,2024-07-04,Air Jordan 3 Retro,Sail,Deadstock (Brand New),207.0,336.5,stockx,3.0,129.5
2435,TRX-102436,2024-09-08,Air Jordan 1 High,Sail,Used,190.0,156.01,stadium goods,8.0,-33.99000000000001
2436,TRX-102437,2025-07-30,Air Jordan 11 Retro,Concord,Deadstock (Brand New),226.0,445.84,goat,5.0,219.84
2437,TRX-102438,2025-03-21,Air Jordan 11 Retro,Mocha,Used,227.0,187.81,kick hub 2026,57.0,-39.19
2438,TRX-102439,2024-03-26,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),223.0,690.82,stadium goods,21.0,467.8200000000001
2439,TRX-102440,2023-09-07,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),210.0,299.19,walk-in retail,54.0,89.19
2440,TRX-102441,2024-11-04,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),208.0,271.68,walk-in retail,31.0,63.68000000000001
2441,TRX-102442,2024-10-29,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),225.0,239.22,stadium goods,51.0,14.22
2442,TRX-102443,2023-09-12,Air Jordan 11 Retro,Lost & Found,Used,227.0,133.9,walk-in retail,22.0,-93.1
2443,TRX-102444,2024-10-26,Air Jordan 4 Retro,Military Blue,VNDS (Very Near Deadstock),218.0,305.83,goat,5.0,87.82999999999998
2444,TRX-102445,2025-04-04,Air Jordan 1 Low,Bred,Deadstock (Brand New),139.0,433.69,walk-in retail,27.0,294.69
2445,TRX-102446,2023-10-30,Air Jordan 1 High,Concord,Used,185.0,163.75,stockx,5.0,-21.25
2446,TRX-102447,2024-04-13,Air Jordan 1 Low,Sail,Deadstock (Brand New),128.0,368.08,kick hub 2026,29.0,240.08
2447,TRX-102448,2024-05-12,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),135.0,439.74,goat,2.0,304.74
2448,TRX-102449,2024-04-06,Air Jordan 1 Low,Lost & Found,Used,133.0,90.59,walk-in retail,46.0,-42.41
2449,TRX-102450,2024-02-18,Air Jordan 4 Retro,Mocha,Used,212.0,114.74,walk-in retail,9.0,-97.26
2450,TRX-102451,2023-09-18,Air Jordan 1 Low,Chicago,VNDS (Very Near Deadstock),125.0,122.45,walk-in retail,51.0,-2.549999999999997
2451,TRX-102452,2025-07-07,Air Jordan 4 Retro,Military Blue,Deadstock (Brand New),219.0,617.24,kick hub 2026,10.0,398.24
2452,TRX-102453,2024-07-20,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),187.0,249.37,goat,10.0,62.370000000000005
2453,TRX-102454,2023-03-14,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),226.0,571.64,walk-in retail,19.0,345.64
2454,TRX-102455,2025-06-08,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),114.0,165.33,stockx,4.0,51.33000000000001
2455,TRX-102456,2023-07-17,Air Jordan 11 Retro,Concord,Used,230.0,123.86,stockx,6.0,-106.14
2456,TRX-102457,2025-05-10,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),225.0,305.22,goat,13.0,80.22000000000003
2457,TRX-102458,2023-06-01,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),204.0,215.06,stadium goods,18.0,11.060000000000002
2458,TRX-102459,2023-09-23,Air Jordan 1 High,Pine Green,Used,184.0,105.34,walk-in retail,25.0,-78.66
2459,TRX-102460,2023-07-25,Air Jordan 1 Low,Pine Green,Used,133.0,90.82,stadium goods,15.0,-42.18000000000001
2460,TRX-102461,2024-04-29,Air Jordan 3 Retro,Sail,Deadstock (Brand New),205.0,603.89,stadium goods,11.0,398.89
2461,TRX-102462,2025-09-14,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),202.0,482.68,goat,4.0,280.68
2462,TRX-102463,2025-02-28,Air Jordan 1 High,Black Cat,Deadstock (Brand New),177.0,368.03,stadium goods,11.0,191.03
